0x0424,0x0000,0,0,OK
0x0425,0x0000,0,0,OK
0x0426,0x03A8,936,936,OK
0x0427,0x0000,0,0,OK
0x0428,0x4B5A,19290,19290,OK
0x0429,0x0000,0,0,OK
0x042A,0x6C31,27697,27697,OK
0x042B,0x01ED,493,493,OK
0x042C,0x001A,26,26,OK
0x042D,0x0003,3,3,OK
0x042E,0x001B,27,27,OK
0x042F,0x0010,16,16,OK
0x0430,0x0034,52,52,OK
0x0431,0x0004,4,4,OK
0x0432,0x0000,0,0,OK
0x0433,0x0000,0,0,OK
0x0434,0x0000,0,0,OK
0x0435,0x0000,0,0,OK
0x0436,0x0000,0,0,OK
0x0437,0x0000,0,0,OK
0x0438,0x0000,0,0,OK
0x0439,0x0000,0,0,OK
0x043A,0x0000,0,0,OK
0x043B,0x0000,0,0,OK
0x043C,0x0000,0,0,OK
0x043D,0x0000,0,0,OK
0x043E,0x0000,0,0,OK
0x043F,0x0000,0,0,OK
0x0440,0x0000,0,0,OK
0x0441,0x0000,0,0,OK
0x0442,0x1FFF,8191,8191,OK
0x0443,0xEFEF,61423,-4113,OK
0x0444,0x1234,4660,4660,OK
0x0445,0x5350,21328,21328,OK
0x0446,0x3245,12869,12869,OK
0x0447,0x5331,21297,21297,OK
0x0448,0x3130,12592,12592,OK
0x0449,0x4E39,20025,20025,OK
0x044A,0x3530,13616,13616,OK
0x044B,0x3234,12852,12852,OK
0x044C,0x0000,0,0,OK
0x044D,0x5630,22064,22064,OK
0x044E,0x3031,12337,12337,OK
0x044F,0x3056,12374,12374,OK
0x0450,0x3132,12594,12594,OK
0x0451,0x3030,12336,12336,OK
0x0452,0x3035,12341,12341,OK
0x0453,0x3056,12374,12374,OK
0x0454,0x3132,12594,12594,OK
0x0455,0x3030,12336,12336,OK
0x0456,0x3035,12341,12341,OK
0x0457,0x3056,12374,12374,OK
0x0458,0x3132,12594,12594,OK
0x0459,0x3030,12336,12336,OK
0x045A,0x3035,12341,12341,OK
0x045B,0x3036,12342,12342,OK
0x045C,0x3038,12344,12344,OK
0x045D,0x0000,0,0,OK
0x045E,0x0000,0,0,OK
0x045F,0x0000,0,0,OK
0x0460,0x3056,12374,12374,OK
0x0461,0x3030,12336,12336,OK
0x0462,0x3030,12336,12336,OK
0x0463,0x3031,12337,12337,OK
0x0464,0x5633,22067,22067,OK
0x0465,0x2E30,11824,11824,OK
0x0466,0x0000,0,0,OK
0x0467,0x0000,0,0,OK
0x0468,0x0000,0,0,OK
0x0469,0x0000,0,0,OK
0x046A,0x0000,0,0,OK
0x046B,0x0000,0,0,OK
0x046C,0x0000,0,0,OK
0x046D,0x0000,0,0,OK
0x046E,0x0000,0,0,OK
0x046F,0x0000,0,0,OK
0x0470,0x0000,0,0,OK
0x0471,0x0000,0,0,OK
0x0472,0x0000,0,0,OK
0x0473,0x0000,0,0,OK
0x0474,0x0000,0,0,OK
0x0475,0x0000,0,0,OK
0x0476,0x0000,0,0,OK
0x0477,0x0000,0,0,OK
0x0478,0x0000,0,0,OK
0x0479,0x0000,0,0,OK
0x047A,0x0000,0,0,OK
0x047B,0x0000,0,0,OK
0x047C,0x0000,0,0,OK
0x047D,0x0000,0,0,OK
0x047E,0x0000,0,0,OK
0x047F,0x0000,0,0,OK
0x0480,0x0000,0,0,OK
0x0481,0xC338,49976,-15560,OK
0x0482,0x670C,26380,26380,OK
0x0483,0xE17F,57727,-7809,OK
0x0484,0x1386,4998,4998,OK
0x0485,0x0009,9,9,OK
0x0486,0x0000,0,0,OK
0x0487,0x0000,0,0,OK
0x0488,0x0007,7,7,OK
0x0489,0x0000,0,0,OK
0x048A,0x0000,0,0,OK
0x048B,0x0000,0,0,OK
0x048C,0x0000,0,0,OK
0x048D,0x08F4,2292,2292,OK
0x048E,0x007C,124,124,OK
0x048F,0x0002,2,2,OK
0x0490,0x0000,0,0,OK
0x0491,0x0000,0,0,OK
0x0492,0x0000,0,0,OK
0x0493,0x0002,2,2,OK
0x0494,0x0000,0,0,OK
0x0495,0x0000,0,0,OK
0x0496,0x0000,0,0,OK
0x0497,0x0000,0,0,OK
0x0498,0x08E8,2280,2280,OK
0x0499,0x007E,126,126,OK
0x049A,0x0003,3,3,OK
0x049B,0x0000,0,0,OK
0x049C,0x0000,0,0,OK
0x049D,0x0000,0,0,OK
0x049E,0x0003,3,3,OK
0x049F,0x0000,0,0,OK
0x04A0,0x0000,0,0,OK
0x04A1,0x0000,0,0,OK
0x04A2,0x0000,0,0,OK
0x04A3,0x08EA,2282,2282,OK
0x04A4,0x007C,124,124,OK
0x04A5,0x0002,2,2,OK
0x04A6,0x0000,0,0,OK
0x04A7,0x0000,0,0,OK
0x04A8,0x0000,0,0,OK
0x04A9,0x0002,2,2,OK
0x04AA,0x0000,0,0,OK
0x04AB,0x0000,0,0,OK
0x04AC,0x0000,0,0,OK
0x04AD,0x0000,0,0,OK
0x04AE,0x0000,0,0,OK
0x04AF,0x0002,2,2,OK
0x04B0,0x0000,0,0,OK
0x04B1,0x0000,0,0,OK
0x04B2,0x0000,0,0,OK
0x04B3,0x0000,0,0,OK
0x04B4,0x0000,0,0,OK
0x04B5,0x0000,0,0,OK
0x04B6,0x0000,0,0,OK
0x04B7,0x0000,0,0,OK
0x04B8,0x0000,0,0,OK
0x04B9,0x0000,0,0,OK
0x04BA,0x0000,0,0,OK
0x04BB,0x0000,0,0,OK
0x04BC,0x0000,0,0,OK
0x04BD,0xFC18,64536,-1000,OK
0x04BE,0x0000,0,0,OK
0x04BF,0x0000,0,0,OK
0x0500,0x0000,0,0,OK
0x0501,0x0001,1,1,OK
0x0502,0x1D1D,7453,7453,OK
0x0503,0x1C9F,7327,7327,OK
0x0504,0x0000,0,0,OK
0x0505,0x0000,0,0,OK
0x0506,0x0000,0,0,OK
0x0507,0x1388,5000,5000,OK
0x0508,0x0000,0,0,OK
0x0509,0x0000,0,0,OK
0x050A,0x08D6,2262,2262,OK
0x050B,0x0015,21,21,OK
0x050C,0x0000,0,0,OK
0x050D,0x0000,0,0,OK
0x050E,0x0000,0,0,OK
0x050F,0x0000,0,0,OK
0x0510,0x08CD,2253,2253,OK
0x0511,0x0000,0,0,OK
0x0512,0x08DA,2266,2266,OK
0x0513,0x0015,21,21,OK
0x0514,0x0000,0,0,OK
0x0515,0x0000,0,0,OK
0x0516,0x0000,0,0,OK
0x0517,0x0000,0,0,OK
0x0518,0x08D4,2260,2260,OK
0x0519,0x0000,0,0,OK
0x051A,0x08D9,2265,2265,OK
0x051B,0x0015,21,21,OK
0x051C,0x0000,0,0,OK
0x051D,0x0000,0,0,OK
0x051E,0x0000,0,0,OK
0x051F,0x0000,0,0,OK
0x0520,0x08C8,2248,2248,OK
0x0521,0x0000,0,0,OK
0x0522,0x0000,0,0,OK
0x0523,0x0000,0,0,OK
0x0524,0x0000,0,0,OK
0x0525,0x0000,0,0,OK
0x0526,0x0000,0,0,OK
0x0527,0x0000,0,0,OK
0x0528,0x0000,0,0,OK
0x0529,0x0000,0,0,OK
0x052A,0x0000,0,0,OK
0x052B,0x0000,0,0,OK
0x052C,0x0000,0,0,OK
0x052D,0x0000,0,0,OK
0x052E,0x0000,0,0,OK
0x052F,0x0000,0,0,OK
0x0530,0x0000,0,0,OK
0x0531,0x0000,0,0,OK
0x0532,0x0000,0,0,OK
0x0533,0x0000,0,0,OK
0x0534,0x0000,0,0,OK
0x0535,0x0000,0,0,OK
0x0536,0x0000,0,0,OK
0x0537,0x0000,0,0,OK
0x0538,0x0000,0,0,OK
0x0539,0x0000,0,0,OK
0x053A,0x0000,0,0,OK
0x053B,0x0000,0,0,OK
0x053C,0x0000,0,0,OK
0x053D,0x0000,0,0,OK
0x053E,0x0000,0,0,OK
0x053F,0x0000,0,0,OK
0x0580,0x0000,0,0,OK
0x0581,0x0000,0,0,OK
0x0582,0x0000,0,0,OK
0x0583,0x03FF,1023,1023,OK
0x0584,0x0000,0,0,OK
0x0585,0x0000,0,0,OK
0x0586,0x0000,0,0,OK
0x0587,0x0000,0,0,OK
0x0588,0x0000,0,0,OK
0x0589,0x0000,0,0,OK
0x058A,0x0000,0,0,OK
0x058B,0x0000,0,0,OK
0x058C,0x0000,0,0,OK
0x058D,0x0000,0,0,OK
0x058E,0x0000,0,0,OK
0x058F,0x0000,0,0,OK
0x0590,0x0000,0,0,OK
0x0591,0x0000,0,0,OK
0x0592,0x0000,0,0,OK
0x0593,0x0000,0,0,OK
0x0594,0x0000,0,0,OK
0x0595,0x0000,0,0,OK
0x0596,0x0000,0,0,OK
0x0597,0x0000,0,0,OK
0x0598,0x0000,0,0,OK
0x0599,0x0000,0,0,OK
0x059A,0x0000,0,0,OK
0x059B,0x0000,0,0,OK
0x059C,0x0000,0,0,OK
0x059D,0x0000,0,0,OK
0x059E,0x0000,0,0,OK
0x059F,0x0000,0,0,OK
0x05A0,0x0000,0,0,OK
0x05A1,0x0000,0,0,OK
0x05A2,0x0000,0,0,OK
0x05A3,0x0000,0,0,OK
0x05A4,0x0000,0,0,OK
0x05A5,0x0000,0,0,OK
0x05A6,0x0000,0,0,OK
0x05A7,0x0000,0,0,OK
0x05A8,0x0000,0,0,OK
0x05A9,0x0000,0,0,OK
0x05AA,0x0000,0,0,OK
0x05AB,0x0000,0,0,OK
0x05AC,0x0000,0,0,OK
0x05AD,0x0000,0,0,OK
0x05AE,0x0000,0,0,OK
0x05AF,0x0000,0,0,OK
0x05B0,0x0000,0,0,OK
0x05B1,0x0000,0,0,OK
0x05B2,0x0000,0,0,OK
0x05B3,0x0000,0,0,OK
0x05B4,0x0000,0,0,OK
0x05B5,0x0000,0,0,OK
0x05B6,0x0000,0,0,OK
0x05B7,0x0000,0,0,OK
0x05B8,0x0000,0,0,OK
0x05B9,0x0000,0,0,OK
0x05BA,0x0000,0,0,OK
0x05BB,0x0000,0,0,OK
0x05BC,0x0000,0,0,OK
0x05BD,0x0000,0,0,OK
0x05BE,0x0000,0,0,OK
0x05BF,0x0000,0,0,OK
0x05C0,0x0000,0,0,OK
0x05C1,0x0000,0,0,OK
0x05C2,0x0000,0,0,OK
0x05C3,0x001F,31,31,OK
0x05C4,0x0000,0,0,OK
0x05C5,0x0000,0,0,OK
0x05C6,0x0000,0,0,OK
0x05C7,0x0000,0,0,OK
0x05C8,0x0000,0,0,OK
0x05C9,0x0000,0,0,OK
0x05CA,0x0000,0,0,OK
0x05CB,0x0000,0,0,OK
0x05CC,0x0000,0,0,OK
0x05CD,0x0000,0,0,OK
0x05CE,0x0000,0,0,OK
0x05CF,0x0000,0,0,OK
0x05D0,0x0000,0,0,OK
0x05D1,0x0000,0,0,OK
0x05D2,0x0000,0,0,OK
0x05D3,0x0000,0,0,OK
0x05D4,0x0000,0,0,OK
0x05D5,0x0000,0,0,OK
0x05D6,0x0000,0,0,OK
0x05D7,0x0000,0,0,OK
0x05D8,0x0000,0,0,OK
0x05D9,0x0000,0,0,OK
0x05DA,0x0000,0,0,OK
0x05DB,0x0000,0,0,OK
0x05DC,0x0000,0,0,OK
0x05DD,0x0000,0,0,OK
0x05DE,0x0000,0,0,OK
0x05DF,0x0000,0,0,OK
0x05E0,0x0000,0,0,OK
0x05E1,0x0000,0,0,OK
0x05E2,0x0000,0,0,OK
0x05E3,0x0000,0,0,OK
0x05E4,0x0000,0,0,OK
0x05E5,0x0000,0,0,OK
0x05E6,0x0000,0,0,OK
0x05E7,0x0000,0,0,OK
0x05E8,0x0000,0,0,OK
0x05E9,0x0000,0,0,OK
0x05EA,0x0000,0,0,OK
0x05EB,0x0000,0,0,OK
0x05EC,0x0000,0,0,OK
0x05ED,0x0000,0,0,OK
0x05EE,0x0000,0,0,OK
0x05EF,0x0000,0,0,OK
0x05F0,0x0000,0,0,OK
0x05F1,0x0000,0,0,OK
0x05F2,0x0000,0,0,OK
0x05F3,0x0000,0,0,OK
0x05F4,0x0000,0,0,OK
0x05F5,0x0000,0,0,OK
0x05F6,0x0000,0,0,OK
0x05F7,0x0000,0,0,OK
0x05F8,0x0000,0,0,OK
0x05F9,0x0000,0,0,OK
0x05FA,0x0000,0,0,OK
0x05FB,0x0000,0,0,OK
0x05FC,0x0000,0,0,OK
0x05FD,0x0000,0,0,OK
0x05FE,0x0000,0,0,OK
0x05FF,0x0000,0,0,OK
0x0600,0x0000,0,0,OK
0x0601,0x0000,0,0,OK
0x0602,0x0003,3,3,OK
0x0603,0xFFFF,65535,-1,OK
0x0604,0x0852,2130,2130,OK
0x0605,0x0000,0,0,OK
0x0606,0x0000,0,0,OK
0x0607,0x0022,34,34,OK
0x0608,0x0051,81,81,OK
0x0609,0x0064,100,100,OK
0x060A,0x0000,0,0,OK
0x060B,0x0000,0,0,OK
0x060C,0x0000,0,0,OK
0x060D,0x0000,0,0,OK
0x060E,0x0000,0,0,OK
0x060F,0x0000,0,0,OK
0x0610,0x0000,0,0,OK
0x0611,0x0000,0,0,OK
0x0612,0x0000,0,0,OK
0x0613,0x0000,0,0,OK
0x0614,0x0000,0,0,OK
0x0615,0x0000,0,0,OK
0x0616,0x0000,0,0,OK
0x0617,0x0000,0,0,OK
0x0618,0x0000,0,0,OK
0x0619,0x0000,0,0,OK
0x061A,0x0000,0,0,OK
0x061B,0x0000,0,0,OK
0x061C,0x0000,0,0,OK
0x061D,0x0000,0,0,OK
0x061E,0x0000,0,0,OK
0x061F,0x0000,0,0,OK
0x0620,0x0000,0,0,OK
0x0621,0x0000,0,0,OK
0x0622,0x0000,0,0,OK
0x0623,0x0000,0,0,OK
0x0624,0x0000,0,0,OK
0x0625,0x0000,0,0,OK
0x0626,0x0000,0,0,OK
0x0627,0x0000,0,0,OK
0x0628,0x0000,0,0,OK
0x0629,0x0000,0,0,OK
0x062A,0x0000,0,0,OK
0x062B,0x0000,0,0,OK
0x062C,0x0000,0,0,OK
0x062D,0x0000,0,0,OK
0x062E,0x0000,0,0,OK
0x062F,0x0000,0,0,OK
0x0630,0x0000,0,0,OK
0x0631,0x0000,0,0,OK
0x0632,0x0000,0,0,OK
0x0633,0x0000,0,0,OK
0x0634,0x0000,0,0,OK
0x0635,0x0000,0,0,OK
0x0636,0x0000,0,0,OK
0x0637,0x0000,0,0,OK
0x0638,0x0000,0,0,OK
0x0639,0x0000,0,0,OK
0x063A,0x0000,0,0,OK
0x063B,0x0000,0,0,OK
0x063C,0x0000,0,0,OK
0x063D,0x0000,0,0,OK
0x063E,0x0000,0,0,OK
0x063F,0x0000,0,0,OK
0x0640,0x0000,0,0,OK
0x0641,0x0380,896,896,OK
0x0642,0x0000,0,0,OK
0x0643,0x0FFF,4095,4095,OK
0x0644,0x0000,0,0,OK
0x0645,0x0FA0,4000,4000,OK
0x0646,0x0002,2,2,OK
0x0647,0x0000,0,0,OK
0x0648,0x0000,0,0,OK
0x0649,0x0000,0,0,OK
0x064A,0x0004,4,4,OK
0x064B,0x0000,0,0,OK
0x064C,0x0000,0,0,OK
0x064D,0x0000,0,0,OK
0x064E,0x0000,0,0,OK
0x064F,0x0000,0,0,OK
0x0650,0x0000,0,0,OK
0x0651,0x0000,0,0,OK
0x0652,0x0000,0,0,OK
0x0653,0x0000,0,0,OK
0x0654,0x0000,0,0,OK
0x0655,0x0000,0,0,OK
0x0656,0x0000,0,0,OK
0x0657,0x0000,0,0,OK
0x0658,0x0000,0,0,OK
0x0659,0x0000,0,0,OK
0x065A,0x0000,0,0,OK
0x065B,0x0000,0,0,OK
0x065C,0x0000,0,0,OK
0x065D,0x0000,0,0,OK
0x065E,0x0000,0,0,OK
0x065F,0x0000,0,0,OK
0x0660,0x0000,0,0,OK
0x0661,0x0000,0,0,OK
0x0662,0x0000,0,0,OK
0x0663,0x0000,0,0,OK
0x0664,0x0000,0,0,OK
0x0665,0x0000,0,0,OK
0x0666,0x0000,0,0,OK
0x0667,0x0000,0,0,OK
0x0668,0x0051,81,81,OK
0x0669,0x0064,100,100,OK
0x066A,0x0001,1,1,OK
0x066B,0x002E,46,46,OK
0x066C,0x0000,0,0,OK
0x066D,0x0000,0,0,OK
0x066E,0x0000,0,0,OK
0x066F,0x0000,0,0,OK
0x0670,0x0000,0,0,OK
0x0671,0x0000,0,0,OK
0x0672,0x0000,0,0,OK
0x0673,0x0000,0,0,OK
0x0674,0x0000,0,0,OK
0x0675,0x0000,0,0,OK
0x0676,0x0000,0,0,OK
0x0677,0x0000,0,0,OK
0x0678,0x0000,0,0,OK
0x0679,0x0000,0,0,OK
0x067A,0x0000,0,0,OK
0x067B,0x0000,0,0,OK
0x067C,0x0000,0,0,OK
0x067D,0x0000,0,0,OK
0x067E,0x0000,0,0,OK
0x067F,0x0000,0,0,OK
0x0680,0x0000,0,0,OK
0x0681,0x0000,0,0,OK
0x0682,0x0FFF,4095,4095,OK
0x0683,0xFFFF,65535,-1,OK
0x0684,0x0000,0,0,OK
0x0685,0x0000,0,0,OK
0x0686,0x0000,0,0,OK
0x0687,0x0014,20,20,OK
0x0688,0x0000,0,0,OK
0x0689,0x0012,18,18,OK
0x068A,0x0000,0,0,OK
0x068B,0x006B,107,107,OK
0x068C,0x0000,0,0,OK
0x068D,0x0000,0,0,OK
0x068E,0x0000,0,0,OK
0x068F,0x00B6,182,182,OK
0x0690,0x0000,0,0,OK
0x0691,0x006B,107,107,OK
0x0692,0x0000,0,0,OK
0x0693,0x00B3,179,179,OK
0x0694,0x0000,0,0,OK
0x0695,0x0000,0,0,OK
0x0696,0x0000,0,0,OK
0x0697,0x00B9,185,185,OK
0x0698,0x0000,0,0,OK
0x0699,0x0004,4,4,OK
0x069A,0x0000,0,0,OK
0x069B,0x0042,66,66,OK
0x069C,0x0000,0,0,OK
0x069D,0x0000,0,0,OK
0x069E,0x0000,0,0,OK
0x069F,0x0000,0,0,OK
0x06A0,0x0000,0,0,OK
0x06A1,0x0000,0,0,OK
0x06A2,0x0000,0,0,OK
0x06A3,0x0000,0,0,OK
0x06A4,0x0000,0,0,OK
0x06A5,0x0000,0,0,OK
0x06A6,0x0000,0,0,OK
0x06A7,0x0000,0,0,OK
0x06A8,0x0000,0,0,OK
0x06A9,0x0000,0,0,OK
0x06AA,0x0000,0,0,OK
0x06AB,0x0000,0,0,OK
0x06AC,0x0000,0,0,OK
0x06AD,0x0000,0,0,OK
0x06AE,0x0000,0,0,OK
0x06AF,0x0000,0,0,OK
0x06B0,0x0000,0,0,OK
0x06B1,0x0000,0,0,OK
0x06B2,0x0000,0,0,OK
0x06B3,0x0000,0,0,OK
0x06B4,0x0000,0,0,OK
0x06B5,0x0000,0,0,OK
0x06B6,0x0000,0,0,OK
0x06B7,0x0000,0,0,OK
0x06B8,0x0000,0,0,OK
0x06B9,0x0000,0,0,OK
0x06BA,0x0000,0,0,OK
0x06BB,0x0000,0,0,OK
0x06BC,0x0000,0,0,OK
0x06BD,0x0000,0,0,OK
0x06BE,0x0000,0,0,OK
0x06BF,0x0000,0,0,OK
0x06C0,0x0000,0,0,OK
0x06C1,0x01F8,504,504,OK
0x06C2,0x0001,1,1,OK
0x06C3,0xFFFF,65535,-1,OK
0x06C4,0x0001,1,1,OK
0x06C5,0x0000,0,0,OK
0x06C6,0x0000,0,0,OK
0x06C7,0x0001,1,1,OK
0x06C8,0xFFFF,65535,-1,OK
0x06C9,0xFF61,65377,-159,OK
0x06CA,0xFFD5,65493,-43,OK
0x06CB,0x00E8,232,232,OK
0x06CC,0x2217,8727,8727,OK
0x06CD,0x110B,4363,4363,OK
0x06CE,0x110C,4364,4364,OK
0x06CF,0x0000,0,0,OK
0x06D0,0x0000,0,0,OK
0x06D1,0x0000,0,0,OK
0x06D2,0x0000,0,0,OK
0x06D3,0x0000,0,0,OK
0x06D4,0x0000,0,0,OK
0x06D5,0x0000,0,0,OK
0x06D6,0x0000,0,0,OK
0x06D7,0x0000,0,0,OK
0x06D8,0x0000,0,0,OK
0x06D9,0x0000,0,0,OK
0x06DA,0x0000,0,0,OK
0x06DB,0x0000,0,0,OK
0x06DC,0x0000,0,0,OK
0x06DD,0x0000,0,0,OK
0x06DE,0x0000,0,0,OK
0x06DF,0x0000,0,0,OK
0x06E0,0x0000,0,0,OK
0x06E1,0x0000,0,0,OK
0x06E2,0x0000,0,0,OK
0x06E3,0x15A6,5542,5542,OK
0x06E4,0x1AFE,6910,6910,OK
0x06E5,0x1DBC,7612,7612,OK
0x06E6,0x0000,0,0,OK
0x06E7,0x0000,0,0,OK
0x06E8,0x0000,0,0,OK
0x06E9,0x0000,0,0,OK
0x06EA,0x0000,0,0,OK
0x06EB,0x0000,0,0,OK
0x06EC,0x0000,0,0,OK
0x06ED,0x0000,0,0,OK
0x06EE,0x0058,88,88,OK
0x06EF,0x0000,0,0,OK
0x06F0,0x0000,0,0,OK
0x06F1,0x0000,0,0,OK
0x06F2,0x0000,0,0,OK
0x06F3,0x0000,0,0,OK
0x06F4,0x0000,0,0,OK
0x06F5,0x0000,0,0,OK
0x06F6,0x0000,0,0,OK
0x06F7,0x0000,0,0,OK
0x06F8,0x0000,0,0,OK
0x06F9,0x0000,0,0,OK
0x06FA,0x0000,0,0,OK
0x06FB,0x0000,0,0,OK
0x06FC,0x0000,0,0,OK
0x06FD,0x0000,0,0,OK
0x06FE,0x0000,0,0,OK
0x06FF,0x0000,0,0,OK
0x0700,0x0000,0,0,OK
0x0701,0x0000,0,0,OK
0x0702,0x0000,0,0,OK
0x0703,0x000F,15,15,OK
0x0704,0x0000,0,0,OK
0x0705,0x0000,0,0,OK
0x0706,0x0000,0,0,OK
0x0707,0x0000,0,0,OK
0x0708,0x0000,0,0,OK
0x0709,0x0000,0,0,OK
0x070A,0x0000,0,0,OK
0x070B,0x0000,0,0,OK
0x070C,0x0000,0,0,OK
0x070D,0x0000,0,0,OK
0x070E,0x0000,0,0,OK
0x070F,0x0000,0,0,OK
0x0710,0x0000,0,0,OK
0x0711,0x0000,0,0,OK
0x0712,0x0000,0,0,OK
0x0713,0x0000,0,0,OK
0x0714,0x0000,0,0,OK
0x0715,0x0000,0,0,OK
0x0716,0x0000,0,0,OK
0x0717,0x0000,0,0,OK
0x0718,0x0000,0,0,OK
0x0719,0x0000,0,0,OK
0x071A,0x0000,0,0,OK
0x071B,0x0000,0,0,OK
0x071C,0x0000,0,0,OK
0x071D,0x0000,0,0,OK
0x071E,0x0000,0,0,OK
0x071F,0x0000,0,0,OK
0x0720,0x0000,0,0,OK
0x0721,0x0000,0,0,OK
0x0722,0x0000,0,0,OK
0x0723,0x0000,0,0,OK
0x0724,0x0000,0,0,OK
0x0725,0x0000,0,0,OK
0x0726,0x0000,0,0,OK
0x0727,0x0000,0,0,OK
0x0728,0x0000,0,0,OK
0x0729,0x0000,0,0,OK
0x072A,0x0000,0,0,OK
0x072B,0x0000,0,0,OK
0x072C,0x0000,0,0,OK
0x072D,0x0000,0,0,OK
0x072E,0x0000,0,0,OK
0x072F,0x0000,0,0,OK
0x0730,0x0000,0,0,OK
0x0731,0x0000,0,0,OK
0x0732,0x0000,0,0,OK
0x0733,0x0000,0,0,OK
0x0734,0x0000,0,0,OK
0x0735,0x0000,0,0,OK
0x0736,0x0000,0,0,OK
0x0737,0x0000,0,0,OK
0x0738,0x0000,0,0,OK
0x0739,0x0000,0,0,OK
0x073A,0x0000,0,0,OK
0x073B,0x0000,0,0,OK
0x073C,0x0000,0,0,OK
0x073D,0x0000,0,0,OK
0x073E,0x0000,0,0,OK
0x073F,0x0000,0,0,OK
0x0740,0x0000,0,0,OK
0x0741,0x0000,0,0,OK
0x0742,0x0000,0,0,OK
0x0743,0x000F,15,15,OK
0x0744,0x0000,0,0,OK
0x0745,0x0000,0,0,OK
0x0746,0x0000,0,0,OK
0x0747,0x0000,0,0,OK
0x0748,0x0000,0,0,OK
0x0749,0x0000,0,0,OK
0x074A,0x0000,0,0,OK
0x074B,0x0000,0,0,OK
0x074C,0x0000,0,0,OK
0x074D,0x0000,0,0,OK
0x074E,0x0000,0,0,OK
0x074F,0x0000,0,0,OK
0x0750,0x0000,0,0,OK
0x0751,0x0000,0,0,OK
0x0752,0x0000,0,0,OK
0x0753,0x0000,0,0,OK
0x0754,0x0000,0,0,OK
0x0755,0x0000,0,0,OK
0x0756,0x0000,0,0,OK
0x0757,0x0000,0,0,OK
0x0758,0x0000,0,0,OK
0x0759,0x0000,0,0,OK
0x075A,0x0000,0,0,OK
0x075B,0x0000,0,0,OK
0x075C,0x0000,0,0,OK
