0x102F,0x0000,RW
0x1034,0x0001,RW
0x103E,0x0000,RW
0x1044,0x0000,RW
0x1060,0x0001,RW
0x1064,0x0001,RW
0x1069,0x0000,RW
0x106C,0x0000,RW
0x1073,0x0001,RW
0x10A5,0x0001,RW
0x1104,0x0001,RW
0x1105,0x0000,RW
0x1106,0x03E8,RW
0x1107,0x03E8,RW
0x1108,0x0000,RW
0x1109,0x0064,RW
0x110A,0x0064,RW
0x110B,0x0001,RW
0x1110,0x0004,RW
0x1111,0x0000,RW
0x1120,0x0000,RW
0x1146,0x0001,RW
